Gene.symbol,ID,adj.P.Val,P.Value,t,B,logFC,Gene.title
NEDD4,A_32_P160883,2.44E-05,1.46E-07,5.739343,7.22108,2.586859,"neural precursor cell expressed, developmentally down-regulated 4, E3 ubiquitin protein ligase"
CDH19,A_23_P38735,2.45E-05,1.47E-07,-5.73727,7.212763,-2.5098691,cadherin 19
,A_24_P489649,2.52E-05,1.52E-07,5.729062,7.179853,2.3750471,
TATDN1,A_23_P254978,2.52E-05,1.52E-07,5.728809,7.17884,2.3757441,TatD DNase domain containing 1
NUDT4,A_24_P67946,2.52E-05,1.53E-07,5.727778,7.174707,2.61012,nudix hydrolase 4
MBNL2,A_24_P56317,2.52E-05,1.54E-07,5.726537,7.169733,1.9009272,muscleblind like splicing regulator 2
RPAP3,A_23_P2683,2.52E-05,1.54E-07,5.726098,7.167973,2.4142395,RNA polymerase II associated protein 3
ADNP,A_23_P254179,2.61E-05,1.60E-07,5.71689,7.131085,2.1153037,activity dependent neuroprotector homeobox
,A_24_P7040,2.61E-05,1.61E-07,5.715671,7.126203,2.953292,
RIPK2,A_23_P252106,2.61E-05,1.62E-07,5.714653,7.122127,2.2572676,receptor interacting serine/threonine kinase 2
PPP1R12B,A_23_P12435,2.71E-05,1.68E-07,-5.705402,7.085098,-2.2851303,protein phosphatase 1 regulatory subunit 12B
C2,A_23_P433865,2.73E-05,1.71E-07,5.702258,7.072518,3.0742352,complement component 2
IFT52,A_23_P165962,2.77E-05,1.74E-07,5.697747,7.054475,2.5263348,intraflagellar transport 52
STRIP2,A_32_P213831,2.77E-05,1.74E-07,5.69745,7.053287,2.3954834,striatin interacting protein 2
SLC12A4,A_23_P389391,2.80E-05,1.77E-07,5.69375,7.038493,2.4962112,solute carrier family 12 member 4
IPO5,A_24_P99071,2.81E-05,1.78E-07,5.69208,7.031816,2.1500836,importin 5
MORC2,A_24_P100234,2.81E-05,1.79E-07,5.691067,7.02777,1.7236787,MORC family CW-type zinc finger 2
INSM1,A_23_P109184,2.86E-05,1.83E-07,-5.685884,7.007055,-3.8360459,INSM transcriptional repressor 1
LINC00094,A_32_P116058,2.87E-05,1.85E-07,5.683664,6.998185,2.1342606,long intergenic non-protein coding RNA 94
BCL2L1,A_24_P100130,2.87E-05,1.85E-07,5.683338,6.996883,2.3833185,BCL2 like 1
NR1D1,A_24_P250227,2.88E-05,1.86E-07,5.681578,6.989851,1.8806263,nuclear receptor subfamily 1 group D member 1
ANO7,A_23_P335495,2.89E-05,1.88E-07,-5.678628,6.978068,-3.180775,anoctamin 7
AHCY,A_23_P17575,2.89E-05,1.89E-07,5.678111,6.976005,1.9467476,adenosylhomocysteinase
FJX1,A_23_P150693,2.89E-05,1.89E-07,5.677868,6.975035,3.3731425,four jointed box 1
BET1,A_24_P269432,2.89E-05,1.90E-07,5.676851,6.970973,2.1968372,Bet1 golgi vesicular membrane trafficking protein
TPD52L2,A_23_P131771,2.94E-05,1.94E-07,5.671393,6.949185,2.4828358,tumor protein D52 like 2
DBNDD1,A_23_P26439,2.94E-05,1.94E-07,5.671257,6.948643,3.3458527,dysbindin domain containing 1
FLT1,A_24_P576191,2.97E-05,1.97E-07,5.66844,6.937402,3.2645754,fms related tyrosine kinase 1
ARMC10,A_23_P32913,3.07E-05,2.05E-07,5.659013,6.899796,1.8563956,armadillo repeat containing 10
SFXN3,A_23_P202138,3.07E-05,2.05E-07,5.658778,6.898859,1.7945199,sideroflexin 3
AZGP1,A_23_P71268,3.13E-05,2.10E-07,5.652946,6.87561,3.3167376,"alpha-2-glycoprotein 1, zinc-binding"
LSM8,A_24_P63969,3.14E-05,2.11E-07,5.651506,6.869871,1.927196,"LSM8 homolog, U6 small nuclear RNA associated"
DPY30,A_23_P5389,3.17E-05,2.14E-07,5.648361,6.857338,1.788102,"dpy-30, histone methyltransferase complex regulatory subunit"
KCNMA1,A_32_P192692,3.21E-05,2.18E-07,-5.644434,6.841694,-2.1412595,potassium calcium-activated channel subfamily M alpha 1
,A_24_P230009,3.31E-05,2.25E-07,5.636702,6.810907,2.3769685,
CRIPT,A_23_P17219,3.33E-05,2.27E-07,5.634313,6.801395,2.0482216,CXXC repeat containing interactor of PDZ3 domain
AMPD1,A_23_P51787,3.37E-05,2.31E-07,-5.630512,6.786272,-2.8187964,adenosine monophosphate deaminase 1
ARL5A,A_24_P165595,3.38E-05,2.32E-07,5.628979,6.780169,2.0937963,ADP ribosylation factor like GTPase 5A
RPS7P5,A_24_P15765,3.42E-05,2.36E-07,5.624868,6.763817,1.9627539,ribosomal protein S7 pseudogene 5
GTPBP10,A_23_P168656,3.42E-05,2.37E-07,5.624077,6.760673,1.8707412,GTP binding protein 10
,A_24_P254933,3.42E-05,2.38E-07,5.62331,6.757623,2.9222442,
ASAP1,A_23_P71526,3.45E-05,2.41E-07,5.62049,6.746408,3.1939369,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1"
ZFP64,A_23_P120467,3.45E-05,2.42E-07,5.619449,6.742269,2.1975175,ZFP64 zinc finger protein
NR1D1,A_23_P420873,3.45E-05,2.42E-07,5.618894,6.740063,2.2267263,nuclear receptor subfamily 1 group D member 1
F2RL2,A_32_P60065,3.49E-05,2.46E-07,5.61536,6.726015,3.7878906,coagulation factor II thrombin receptor like 2
CXorf56,A_24_P290373,3.52E-05,2.49E-07,5.61276,6.715687,2.4513858,chromosome X open reading frame 56
C2,A_32_P162187,3.52E-05,2.50E-07,5.611904,6.712284,3.3191206,complement component 2
MRE11A,A_24_P312671,3.53E-05,2.52E-07,5.61015,6.705316,2.2220692,"MRE11 homolog A, double strand break repair nuclease"
VMA21,A_32_P151621,3.55E-05,2.54E-07,5.608028,6.696886,2.3532674,VMA21 vacuolar H+-ATPase homolog (S. cerevisiae)
GLS,A_23_P308800,3.60E-05,2.58E-07,5.603981,6.680814,2.0883286,glutaminase
HOMER1,A_23_P41917,3.66E-05,2.63E-07,5.599219,6.661909,3.2336429,homer scaffolding protein 1
PHF20,A_23_P210969,3.72E-05,2.69E-07,5.594252,6.642198,2.142474,PHD finger protein 20
,A_32_P41698,3.72E-05,2.71E-07,5.592461,6.635089,1.786283,
RPL36A,A_32_P136319,3.72E-05,2.71E-07,5.592276,6.634357,1.2603084,ribosomal protein L36a
ULBP2,A_23_P145485,3.72E-05,2.72E-07,5.591883,6.632798,3.0823218,UL16 binding protein 2
CTHRC1,A_23_P111888,3.78E-05,2.77E-07,5.587522,6.615503,4.656435,collagen triple helix repeat containing 1
FBXO41,A_23_P349676,3.83E-05,2.82E-07,5.583354,6.598973,2.4432064,F-box protein 41
RAD54B,A_23_P82738,3.84E-05,2.83E-07,5.581947,6.593396,2.2836948,RAD54 homolog B (S. cerevisiae)
PFDN2,A_23_P51906,3.87E-05,2.86E-07,5.579874,6.585179,1.8473572,prefoldin subunit 2
IGBP1,A_23_P171249,3.87E-05,2.87E-07,5.578927,6.581426,2.114796,immunoglobulin (CD79A) binding protein 1
PSMA7,A_23_P91468,3.87E-05,2.88E-07,5.578162,6.578395,2.2223075,proteasome subunit alpha 7
CD177,A_23_P259863,3.89E-05,2.90E-07,-5.575902,6.569439,-3.7882694,CD177 molecule
LMBR1,A_23_P300728,4.00E-05,3.00E-07,5.568504,6.54014,2.0740784,limb development membrane protein 1
RB1,A_23_P204850,4.02E-05,3.03E-07,5.566105,6.530639,2.0768805,RB transcriptional corepressor 1
RPS7,A_32_P20367,4.02E-05,3.03E-07,5.566102,6.530626,1.6327704,ribosomal protein S7
KIF3C,A_23_P120325,4.02E-05,3.04E-07,5.564841,6.525635,3.4705752,kinesin family member 3C
MPLKIP,A_23_P134314,4.15E-05,3.15E-07,5.55685,6.494014,1.9516314,M-phase specific PLK1 interacting protein
,A_32_P232647,4.24E-05,3.23E-07,5.550791,6.47005,4.6696112,
MSL3P1,A_32_P235159,4.27E-05,3.26E-07,5.548592,6.461356,1.8592821,male-specific lethal 3 homolog (Drosophila) pseudogene 1
TMEM67,A_23_P429581,4.33E-05,3.32E-07,5.544219,6.444068,2.6643119,transmembrane protein 67
FLT1,A_24_P42755,4.34E-05,3.33E-07,5.54304,6.439412,2.9987225,fms related tyrosine kinase 1
CCDC3,A_24_P369232,4.43E-05,3.43E-07,5.535987,6.411548,3.5953118,coiled-coil domain containing 3
GID4,A_23_P164427,4.43E-05,3.44E-07,5.535746,6.410594,1.8656228,GID complex subunit 4 homolog
LCA5,A_23_P418083,4.43E-05,3.44E-07,5.535227,6.408547,2.6942199,"LCA5, lebercilin"
MGAT5,A_24_P915784,4.43E-05,3.45E-07,5.535068,6.407917,2.410402,"mannosyl (alpha-1,6-)-glycoprotein beta-1,6-N-acetyl-glucosaminyltransferase"
,A_32_P48256,4.45E-05,3.47E-07,-5.53348,6.401647,-2.4886065,
PPOX,A_24_P102726,4.47E-05,3.50E-07,5.531264,6.392896,1.8952975,protoporphyrinogen oxidase
C12orf73,A_24_P769672,4.50E-05,3.54E-07,5.528917,6.383631,1.9050596,chromosome 12 open reading frame 73
ANKRD46,A_23_P94095,4.52E-05,3.56E-07,5.527441,6.377807,2.2849144,ankyrin repeat domain 46
DPY19L4,A_32_P196047,4.53E-05,3.58E-07,5.525933,6.371854,1.9505857,dpy-19 like 4 (C. elegans)
RPL30,A_24_P29818,4.54E-05,3.60E-07,5.524638,6.366746,1.7129641,ribosomal protein L30
EPHX4,A_23_P43898,4.73E-05,3.76E-07,5.514076,6.325087,3.880252,epoxide hydrolase 4
POLR2J3,A_23_P215253,4.73E-05,3.77E-07,5.513677,6.323513,1.7331205,RNA polymerase II subunit J3
NCS1,A_23_P217049,4.74E-05,3.79E-07,5.512166,6.317558,2.6976885,neuronal calcium sensor 1
NKD1,A_23_P429449,4.74E-05,3.81E-07,5.511251,6.31395,5.1491225,naked cuticle homolog 1
RNF6,A_23_P162734,4.75E-05,3.83E-07,5.509726,6.307941,2.0766929,ring finger protein 6
SRPK2,A_23_P406438,4.75E-05,3.83E-07,5.509578,6.307357,1.9162276,SRSF protein kinase 2
CTU1,A_23_P303329,4.75E-05,3.85E-07,5.50872,6.303976,1.7374799,cytosolic thiouridylase subunit 1
RPS21,A_23_P120660,4.75E-05,3.86E-07,5.507853,6.300561,1.616823,ribosomal protein S21
,A_32_P115663,4.77E-05,3.89E-07,5.506168,6.293921,2.3876375,
PSAT1,A_23_P259692,4.78E-05,3.90E-07,5.505187,6.290057,3.710714,phosphoserine aminotransferase 1
DPP7,A_23_P32975,4.80E-05,3.94E-07,5.503215,6.282288,1.8310412,dipeptidyl peptidase 7
,A_23_P51269,4.81E-05,3.95E-07,5.502114,6.277951,2.1426087,
LINC01186,A_24_P384969,4.81E-05,3.96E-07,5.50161,6.275965,2.8666465,long intergenic non-protein coding RNA 1186
ZNF525,A_32_P98348,4.82E-05,3.99E-07,5.500176,6.27032,1.78403,zinc finger protein 525
,A_24_P84808,4.83E-05,4.01E-07,5.498865,6.265157,2.3451581,
AHCY,A_24_P57367,4.83E-05,4.01E-07,5.498542,6.263886,2.7732537,adenosylhomocysteinase
HKDC1,A_23_P52451,4.85E-05,4.04E-07,5.496895,6.257402,2.6675359,hexokinase domain containing 1
,A_32_P226525,4.92E-05,4.12E-07,5.492437,6.239851,1.6927072,
FEV,A_23_P5460,4.95E-05,4.15E-07,-5.490503,6.232243,-2.5213827,"FEV, ETS transcription factor"
DHX40,A_23_P390343,4.97E-05,4.18E-07,5.488741,6.22531,2.5767232,DEAH-box helicase 40
GAS2,A_32_P24140,4.98E-05,4.20E-07,5.487674,6.221111,4.3886525,growth arrest specific 2
DPM1,A_23_P68472,5.04E-05,4.27E-07,5.483524,6.204787,2.4597514,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic"
ZBTB33,A_24_P314351,5.04E-05,4.28E-07,5.483197,6.203504,2.1178669,zinc finger and BTB domain containing 33
PLA2G16,A_23_P116414,5.09E-05,4.34E-07,5.47969,6.189715,4.1956412,phospholipase A2 group XVI
NIT2,A_24_P120346,5.09E-05,4.36E-07,5.478889,6.186565,1.8060226,nitrilase family member 2
FGD3,A_23_P134980,5.09E-05,4.36E-07,5.478588,6.185381,2.2419282,"FYVE, RhoGEF and PH domain containing 3"
NXT2,A_24_P91916,5.09E-05,4.37E-07,5.478088,6.183416,2.6832988,nuclear transport factor 2 like export factor 2
TOMM34,A_23_P57033,5.11E-05,4.42E-07,5.475636,6.173778,2.662199,translocase of outer mitochondrial membrane 34
,A_32_P126832,5.11E-05,4.42E-07,5.475636,6.173778,2.5662714,
LAMC1,A_23_P201628,5.13E-05,4.44E-07,5.474275,6.168429,2.0220118,laminin subunit gamma 1
YEATS4,A_23_P87591,5.15E-05,4.47E-07,5.472777,6.162543,2.2042324,YEATS domain containing 4
LMTK3,A_23_P164918,5.26E-05,4.58E-07,5.466717,6.13874,2.3228858,lemur tyrosine kinase 3
KLF11,A_23_P319512,5.30E-05,4.63E-07,5.464328,6.12936,2.1755977,Kruppel like factor 11
CEBPB,A_32_P165823,5.33E-05,4.66E-07,5.462586,6.122522,1.8457675,CCAAT/enhancer binding protein beta
RPS21,A_24_P280803,5.33E-05,4.68E-07,5.461697,6.119032,1.5935748,ribosomal protein S21
RPS7,A_23_P141549,5.34E-05,4.70E-07,5.460527,6.114439,1.378435,ribosomal protein S7
7-Sep,A_32_P79584,5.40E-05,4.76E-07,5.45745,6.102361,1.9731874,septin 7
PLCB1,A_24_P941643,5.41E-05,4.80E-07,5.455688,6.09545,4.7423218,phospholipase C beta 1
NR5A2,A_24_P920090,5.41E-05,4.80E-07,-5.455493,6.094685,-1.8721957,nuclear receptor subfamily 5 group A member 2
SLC35F5,A_23_P165668,5.44E-05,4.84E-07,5.453436,6.086613,2.0716754,solute carrier family 35 member F5
,A_24_P195327,5.67E-05,5.06E-07,5.442966,6.04556,2.2324241,
PDCD5,A_24_P339611,5.68E-05,5.09E-07,5.441617,6.040274,2.3033364,programmed cell death 5
MSX1,A_23_P110430,5.70E-05,5.13E-07,5.439577,6.03228,4.5126908,msh homeobox 1
KLF11,A_23_P44505,5.70E-05,5.13E-07,5.439398,6.031579,2.2222207,Kruppel like factor 11
POFUT1,A_23_P68624,5.70E-05,5.15E-07,5.438754,6.029058,2.6642885,protein O-fucosyltransferase 1
WDR19,A_24_P394368,5.79E-05,5.24E-07,5.434426,6.012104,2.4658201,WD repeat domain 19
,A_24_P686263,5.79E-05,5.26E-07,5.433675,6.009161,3.1882941,
KIAA1549,A_23_P70827,5.81E-05,5.29E-07,5.432416,6.00423,2.1978477,KIAA1549
PDRG1,A_23_P166159,5.83E-05,5.32E-07,5.430729,5.997628,2.1172268,p53 and DNA damage regulated 1
TRIM59,A_32_P72341,5.86E-05,5.36E-07,5.429252,5.991844,1.9774107,tripartite motif containing 59
GRAMD1A,A_23_P56213,5.91E-05,5.42E-07,5.426453,5.980889,2.4286331,GRAM domain containing 1A
AMOTL2,A_23_P166686,5.94E-05,5.47E-07,5.424018,5.971358,2.2285766,angiomotin like 2
KRT23,A_23_P78248,5.94E-05,5.48E-07,5.423682,5.970043,7.5251582,keratin 23
,A_32_P70891,6.04E-05,5.58E-07,5.419213,5.95256,1.927161,
ADAMTS5,A_23_P40415,6.09E-05,5.64E-07,5.416635,5.942481,2.433009,ADAM metallopeptidase with thrombospondin type 1 motif 5
FAM217B,A_23_P68505,6.20E-05,5.76E-07,5.41167,5.923068,2.1229439,family with sequence similarity 217 member B
CCDC71L,A_32_P170736,6.20E-05,5.78E-07,5.410853,5.919874,2.2091222,coiled-coil domain containing 71-like
,A_32_P42895,6.21E-05,5.83E-07,5.40857,5.910953,2.7754314,
LZTS1,A_23_P20443,6.21E-05,5.84E-07,5.40834,5.910055,2.7338837,leucine zipper tumor suppressor 1
ZNF200,A_23_P152356,6.21E-05,5.84E-07,5.408197,5.909494,1.8881728,zinc finger protein 200
,A_24_P711050,6.21E-05,5.85E-07,5.40801,5.908762,1.9203379,
CAMTA1,A_24_P220921,6.23E-05,5.88E-07,5.406859,5.904268,2.7550136,calmodulin binding transcription activator 1
SNN,A_24_P30923,6.24E-05,5.90E-07,5.40572,5.899817,2.3654176,stannin
,A_24_P703614,6.27E-05,5.96E-07,5.403272,5.890254,1.9288378,
TMEM123,A_23_P202964,6.27E-05,5.96E-07,5.403246,5.890151,2.2555845,transmembrane protein 123
ZNF581,A_23_P4798,6.28E-05,5.99E-07,5.402165,5.885929,1.9452551,zinc finger protein 581
AMZ2,A_23_P15564,6.32E-05,6.05E-07,5.399953,5.87729,1.8822677,archaelysin family metallopeptidase 2
LINC00998,A_32_P54305,6.32E-05,6.06E-07,5.399425,5.875229,1.9785116,long intergenic non-protein coding RNA 998
,A_24_P152753,6.39E-05,6.14E-07,5.396291,5.862996,1.6626005,
NSMCE1,A_23_P95823,6.39E-05,6.16E-07,5.395618,5.860368,2.3245299,"NSE1 homolog, SMC5-SMC6 complex component"
SLC16A1-AS1,A_32_P65571,6.42E-05,6.20E-07,5.393894,5.853637,3.2932093,SLC16A1 antisense RNA 1
RNASEH2B,A_23_P140088,6.42E-05,6.22E-07,5.393169,5.850809,2.3080088,ribonuclease H2 subunit B
PHOSPHO2-KLHL23,A_24_P923102,6.42E-05,6.24E-07,5.392475,5.848101,2.0473684,PHOSPHO2-KLHL23 readthrough
,A_24_P238868,6.43E-05,6.27E-07,5.391151,5.842934,2.1707038,
TCEB1,A_24_P243881,6.43E-05,6.28E-07,5.390712,5.841223,2.1998417,transcription elongation factor B subunit 1
,A_32_P30785,6.43E-05,6.29E-07,5.390323,5.839702,1.6071819,
TTLL6,A_24_P10444,6.47E-05,6.34E-07,-5.388335,5.831947,-3.3400438,tubulin tyrosine ligase like 6
IFITM1,A_23_P72737,6.56E-05,6.44E-07,5.384555,5.817205,3.2355701,interferon induced transmembrane protein 1
NORAD,A_32_P71437,6.56E-05,6.46E-07,5.383935,5.814786,2.1548678,non-coding RNA activated by DNA damage
DARS,A_23_P108415,6.63E-05,6.55E-07,5.380529,5.801506,1.8470232,aspartyl-tRNA synthetase
HTR7P1,A_32_P174572,6.63E-05,6.56E-07,5.380227,5.800329,2.2569895,5-hydroxytryptamine receptor 7 pseudogene 1
MCAM,A_23_P162171,6.66E-05,6.62E-07,5.378175,5.79233,2.6346223,melanoma cell adhesion molecule
SLC30A10,A_23_P86242,6.73E-05,6.69E-07,-5.37538,5.781439,-2.5828477,solute carrier family 30 member 10
YWHAG,A_24_P106681,6.74E-05,6.73E-07,5.374129,5.776567,1.5834335,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma
C9orf16,A_23_P158053,6.78E-05,6.79E-07,5.372057,5.768494,1.8802732,chromosome 9 open reading frame 16
,A_32_P114675,6.78E-05,6.82E-07,5.370692,5.763175,2.5353296,
,A_24_P587882,6.78E-05,6.83E-07,5.370508,5.762461,2.533765,
,A_24_P247616,6.78E-05,6.84E-07,5.37024,5.761417,2.3791407,
TMEM9,A_23_P114952,6.78E-05,6.84E-07,5.370052,5.760683,1.9427102,transmembrane protein 9
CLEC11A,A_23_P153489,6.80E-05,6.89E-07,5.368185,5.753411,2.1618314,C-type lectin domain family 11 member A
HSPH1,A_23_P88119,6.80E-05,6.94E-07,5.36658,5.747164,2.1914205,heat shock protein family H (Hsp110) member 1
CETN2,A_23_P73493,6.80E-05,6.94E-07,5.366442,5.746625,2.150936,centrin 2
TTYH3,A_23_P331895,6.80E-05,6.95E-07,5.366137,5.745437,2.1330968,tweety family member 3
LINC00659,A_24_P732106,6.80E-05,6.96E-07,5.365874,5.744413,5.3393873,long intergenic non-protein coding RNA 659
,A_23_P404016,6.80E-05,6.97E-07,-5.365662,5.743588,-3.2444195,
,A_24_P135242,6.94E-05,7.12E-07,5.360294,5.722695,2.2462994,
DYNLT3,A_24_P100368,7.01E-05,7.21E-07,5.357235,5.710795,2.7128424,dynein light chain Tctex-type 3
CPNE7,A_23_P26426,7.12E-05,7.35E-07,5.352782,5.693473,3.1224954,copine 7
GPT2,A_23_P37892,7.12E-05,7.36E-07,5.352414,5.69204,2.4147849,glutamic--pyruvic transaminase 2
CPM,A_23_P162668,7.28E-05,7.56E-07,-5.345724,5.666034,-3.163568,carboxypeptidase M
DNAJC2,A_23_P254573,7.28E-05,7.57E-07,5.345576,5.665459,1.6679072,DnaJ heat shock protein family (Hsp40) member C2
TUBB3,A_23_P77493,7.29E-05,7.59E-07,5.344963,5.663076,3.5827754,tubulin beta 3 class III
IFFO2,A_23_P418031,7.29E-05,7.61E-07,5.344146,5.659902,2.151367,intermediate filament family orphan 2
PSMA2,A_23_P345591,7.32E-05,7.66E-07,5.342658,5.654122,2.206329,proteasome subunit alpha 2
AIM1L,A_23_P360329,7.33E-05,7.69E-07,5.341794,5.650765,2.4683333,absent in melanoma 1-like
GTF2A1,A_24_P201936,7.35E-05,7.75E-07,5.339796,5.643003,2.1510358,general transcription factor IIA subunit 1
NUDT4,A_24_P335263,7.35E-05,7.76E-07,5.339465,5.641715,1.9145336,nudix hydrolase 4
,A_24_P367191,7.35E-05,7.79E-07,5.338677,5.638655,2.146054,
,A_32_P53822,7.35E-05,7.79E-07,5.338508,5.637998,1.7243525,
STX2,A_24_P364296,7.35E-05,7.80E-07,5.338368,5.637457,2.3792845,syntaxin 2
BCAT1,A_24_P935986,7.37E-05,7.86E-07,5.336519,5.630277,3.374561,branched chain amino acid transaminase 1
PPA1,A_23_P161338,7.37E-05,7.87E-07,5.336189,5.628994,2.1609234,pyrophosphatase (inorganic) 1
TCF3,A_23_P67708,7.37E-05,7.87E-07,5.335962,5.628112,1.7724815,transcription factor 3
ZNF121,A_24_P935782,7.37E-05,7.91E-07,5.335007,5.624403,2.3234406,zinc finger protein 121
CENPQ,A_23_P70328,7.37E-05,7.91E-07,5.334812,5.623645,2.3362895,centromere protein Q
AZIN1,A_23_P157435,7.39E-05,7.96E-07,5.333292,5.617745,1.9937808,antizyme inhibitor 1
KIF26B,A_23_P63541,7.39E-05,7.96E-07,5.333257,5.617609,4.0625464,kinesin family member 26B
POLR2J,A_23_P42649,7.40E-05,7.99E-07,5.332406,5.614306,1.7593397,RNA polymerase II subunit J
CA12,A_23_P163338,7.40E-05,8.02E-07,-5.331606,5.611201,-2.8805543,carbonic anhydrase 12
ZDHHC9,A_23_P95330,7.40E-05,8.04E-07,5.331042,5.609011,2.2253125,zinc finger DHHC-type containing 9
MOSPD1,A_23_P73835,7.44E-05,8.10E-07,5.329031,5.601208,2.5678366,motile sperm domain containing 1
,A_32_P96752,7.44E-05,8.11E-07,5.328699,5.599918,2.1198476,
TMEM206,A_23_P717,7.44E-05,8.13E-07,5.32835,5.598564,2.3155006,transmembrane protein 206
FZD6,A_23_P123276,7.44E-05,8.15E-07,5.327644,5.595827,2.2008951,frizzled class receptor 6
,A_24_P470782,7.48E-05,8.23E-07,5.325365,5.586982,2.3815732,
BCL2L1,A_23_P210886,7.48E-05,8.23E-07,5.325238,5.586491,2.3610373,BCL2 like 1
SP3,A_23_P347198,7.52E-05,8.29E-07,5.32333,5.579088,1.5451443,Sp3 transcription factor
C6orf48,A_23_P122531,7.55E-05,8.34E-07,5.321898,5.573537,1.7941983,chromosome 6 open reading frame 48
SPINK5,A_23_P356494,7.55E-05,8.36E-07,-5.321456,5.571824,-4.5240807,"serine peptidase inhibitor, Kazal type 5"
RAB36,A_23_P103011,7.65E-05,8.48E-07,5.317816,5.557707,2.1168205,"RAB36, member RAS oncogene family"
CPNE1,A_23_P218726,7.69E-05,8.56E-07,5.315811,5.549936,2.9924006,copine 1
,A_23_P3083,7.70E-05,8.60E-07,-5.314583,5.545178,-5.2818178,
COPS5,A_23_P71419,7.70E-05,8.61E-07,5.314146,5.543486,2.0175485,COP9 signalosome subunit 5
DOCK9,A_23_P162766,7.70E-05,8.63E-07,5.313601,5.54137,1.9713191,dedicator of cytokinesis 9
THBS2,A_23_P62021,7.70E-05,8.67E-07,5.312567,5.537365,4.5605459,thrombospondin 2
SLC4A4,A_32_P358887,7.70E-05,8.70E-07,-5.311787,5.534342,-6.0265657,solute carrier family 4 member 4
BLOC1S5,A_24_P106591,7.70E-05,8.71E-07,5.31141,5.532883,1.6286201,biogenesis of lysosomal organelles complex 1 subunit 5
ZNF174,A_24_P193600,7.70E-05,8.72E-07,5.311307,5.532485,2.1077284,zinc finger protein 174
,A_24_P340866,7.70E-05,8.72E-07,5.311245,5.532242,2.0227475,
SMYD3,A_32_P103291,7.75E-05,8.78E-07,5.309368,5.52497,2.0181061,SET and MYND domain containing 3
,A_24_P127181,7.75E-05,8.81E-07,5.308737,5.522528,1.818054,
PRDX1,A_23_P11995,7.75E-05,8.83E-07,5.308219,5.520522,2.0867758,peroxiredoxin 1
TSPAN9,A_23_P151133,7.77E-05,8.88E-07,5.306628,5.514357,2.3636067,tetraspanin 9
RPGRIP1L,A_32_P123966,7.77E-05,8.89E-07,5.306392,5.513442,2.1468018,RPGRIP1 like
,A_32_P191746,7.77E-05,8.91E-07,5.305961,5.511776,4.5420242,
,A_24_P868905,7.91E-05,9.09E-07,5.301077,5.492864,2.4380584,
EFR3A,A_23_P71513,7.99E-05,9.20E-07,5.298069,5.481225,2.1478557,EFR3 homolog A
ACSL4,A_23_P217564,8.21E-05,9.47E-07,5.29109,5.454224,2.6038221,acyl-CoA synthetase long-chain family member 4
KIZ,A_23_P154740,8.21E-05,9.50E-07,5.290287,5.451122,2.4466878,kizuna centrosomal protein
PODXL,A_23_P215060,8.21E-05,9.51E-07,5.289955,5.449838,2.2929088,podocalyxin like
GUCA2A,A_23_P11968,8.22E-05,9.55E-07,-5.288916,5.445819,-4.5876486,guanylate cyclase activator 2A
NUDCD1,A_24_P106794,8.22E-05,9.57E-07,5.288548,5.444395,2.5336496,NudC domain containing 1
BTBD16,A_23_P383915,8.23E-05,9.61E-07,5.287441,5.440115,2.8821672,BTB domain containing 16
PHF13,A_32_P58425,8.23E-05,9.62E-07,5.287218,5.439256,1.6870531,PHD finger protein 13
KIAA1958,A_23_P412764,8.31E-05,9.73E-07,5.284399,5.428358,2.1363276,KIAA1958
SPIN4,A_32_P222961,8.37E-05,9.81E-07,5.282347,5.420427,1.8826575,spindlin family member 4
FXYD5,A_24_P194081,8.40E-05,9.88E-07,5.280751,5.41426,3.0533778,FXYD domain containing ion transport regulator 5
MNX1-AS1,A_32_P185317,8.61E-05,1.02E-06,5.273927,5.387903,2.3796272,MNX1 antisense RNA 1 (head to head)
RFC3,A_23_P14193,8.61E-05,1.02E-06,5.27372,5.387105,2.6712466,replication factor C subunit 3
SOX9,A_23_P26847,8.62E-05,1.02E-06,5.272035,5.380598,1.7847426,SRY-box 9
WWC3,A_23_P34176,8.62E-05,1.02E-06,5.272022,5.38055,1.9717814,WWC family member 3
FAM92A1,A_32_P176675,8.62E-05,1.02E-06,5.271971,5.38035,3.2066373,family with sequence similarity 92 member A1
